event_id,section,rownum,seat,price,seller_id,status,created_at,updated_at
"107","10","K","4","427","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","GG","1","298","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","GG","2","298","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","KK","1","249","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","KK","2","249","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","KK","3","249","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","KK","4","249","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","QQ","1","432","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","QQ","2","432","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","QQ","3","432","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","100","QQ","4","432","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","FF","1","312","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","FF","2","312","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","KK","1","263","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","KK","2","263","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","KK","3","263","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","KK","4","263","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","1","224","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","2","224","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","3","224","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","4","224","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","5","263","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","6","263","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","7","263","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","101","LL","8","263","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","EE","1","270","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","EE","2","270","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","1","233","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","10","317","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","2","233","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","3","233","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","4","233","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","5","317","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","6","317","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","7","317","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","8","317","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","JJ","9","317","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","KK","1","153","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","KK","2","285","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","KK","3","285","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","KK","4","285","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","KK","5","285","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","1","245","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","2","245","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","3","245","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","4","245","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","5","285","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","6","285","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","7","285","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","LL","8","285","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","1","220","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","2","220","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","3","220","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","4","220","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","5","959","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","6","959","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","7","959","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","MM","8","959","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","NN","1","288","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","NN","2","288","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","NN","3","288","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","NN","4","288","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","PP","1","407","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","PP","2","407","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","PP","3","407","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","PP","4","407","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","RR","1","768","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","RR","2","768","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","102","RR","3","768","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","103","JJ","1","226","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","103","JJ","2","226","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","103","JJ","3","226","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","103","JJ","4","226","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","104","DD","1","283","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","104","DD","2","283","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","104","MM","1","212","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","104","MM","2","212","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","104","PP","1","201","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","104","PP","2","201","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","105","CC","1","255","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","105","CC","2","255","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","105","JJ","1","270","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","105","JJ","2","270","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","106","DD","1","296","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","106","DD","2","296","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","107","FF","1","261","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","107","FF","2","261","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","107","GG","1","261","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","107","GG","2","261","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","107","GG","3","281","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","107","GG","4","281","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","109","AA","1","564","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","109","AA","2","564","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","11","F","1","306","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","11","F","2","306","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","11","G","1","278","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","11","G","2","278","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","110","DD","1","296","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","110","DD","2","296","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","110","JJ","1","281","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","110","JJ","2","281","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","112","NN","1","364","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","112","NN","2","364","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","119","FF","1","310","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","119","HH","1","346","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","119","HH","2","346","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","119","HH","3","346","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","119","HH","4","346","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","A","1","516","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","A","2","516","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","C","1","382","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","G","1","403","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","G","2","403","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","G","3","403","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","G","4","403","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","H","1","379","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","H","2","379","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","H","3","379","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","12","H","4","379","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","121","EE","1","303","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","121","EE","2","303","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","123","HH","1","307","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","123","HH","2","307","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","123","HH","3","307","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","123","HH","4","307","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","124","NN","1","269","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","124","NN","2","269","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","126","JJ","1","296","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","126","JJ","2","296","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","126","JJ","3","296","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","126","JJ","4","296","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","127","NN","1","277","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","127","NN","2","277","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","128","CC","1","272","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","128","CC","2","272","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","128","CC","3","272","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","FF","1","292","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","FF","2","292","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","KK","1","286","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","KK","2","286","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","NN","1","402","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","NN","2","402","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","NN","3","402","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","129","NN","4","402","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","A","1","600","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","A","2","600","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","J","1","417","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","J","2","417","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","J","3","417","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","J","4","417","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","K","1","386","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","K","2","386","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","L","1","384","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","L","2","384","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","L","3","384","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","13","L","4","384","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","132","MM","1","249","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","132","MM","2","249","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","132","MM","3","249","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","132","MM","4","249","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","132","NN","1","263","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","133","KK","1","346","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","133","KK","2","346","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","133","KK","3","346","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","133","KK","4","346","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","134","KK","1","283","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","134","KK","2","283","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","134","KK","3","283","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","134","KK","4","283","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","135","FF","1","254","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","135","FF","2","254","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","135","FF","3","254","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","135","FF","4","254","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","135","GG","1","269","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","135","GG","2","269","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","136","FF","1","281","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","136","FF","2","281","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","136","FF","3","281","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","136","FF","4","281","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","137","DD","1","303","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","137","DD","2","303","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","137","DD","3","303","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","137","DD","4","303","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","137","JJ","1","274","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","137","JJ","2","274","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","139","CC","1","314","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","139","CC","2","314","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","139","DD","1","285","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","139","DD","2","285","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","14","J","1","435","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","14","J","2","435","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","14","J","3","435","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","14","J","4","435","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","H","1","864","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","H","2","864","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","H","3","864","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","H","4","864","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","L","1","543","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","L","2","543","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","L","3","543","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","15","L","4","543","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","150","MM","1","245","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","150","MM","2","245","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","150","MM","3","245","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","150","MM","4","245","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","HH","1","231","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","HH","2","231","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","HH","3","231","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","HH","4","231","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","PP","1","258","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","PP","2","360","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","PP","3","360","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","PP","4","360","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","PP","5","360","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","157","PP","6","360","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","BB","1","279","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","BB","2","279","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","CC","1","351","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","CC","2","351","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","CC","3","351","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","CC","4","351","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","EE","1","336","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","EE","2","336","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","EE","3","336","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","EE","4","336","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","FF","1","240","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","FF","2","240","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","JJ","1","251","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","JJ","2","251","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","LL","1","193","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","158","LL","2","193","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","DD","1","235","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","DD","2","235","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","GG","1","245","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","GG","2","245","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","LL","1","298","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","LL","2","298","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","LL","3","298","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","LL","4","298","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","LL","5","298","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","159","LL","6","298","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","16","C","1","410","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","16","C","2","410","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","CC","1","259","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","CC","2","259","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","CC","3","303","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","CC","4","303","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","CC","5","303","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","DD","1","270","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","DD","2","270","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","DD","3","360","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","DD","4","360","3","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","EE","1","252","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","EE","2","252","5","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","GG","1","226","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","GG","2","226","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","GG","3","226","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","GG","4","226","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","JJ","1","252","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","JJ","2","252","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","JJ","3","252","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","JJ","4","252","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","JJ","5","260","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","JJ","6","260","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","KK","1","243","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","KK","2","243","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","MM","1","250","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","MM","2","250","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","MM","3","250","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","MM","4","250","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","NN","1","240","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","160","NN","2","240","1","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","DD","1","248","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","DD","2","248","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","FF","1","266","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","FF","2","266","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","FF","3","291","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","FF","4","291","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","FF","5","291","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","FF","6","291","4","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","1","253","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","2","253","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","3","253","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","4","253","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","5","284","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","6","284","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","7","284","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","GG","8","284","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","HH","1","206","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","HH","2","206","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","HH","3","206","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
"107","161","HH","4","206","2","1","2019-10-08 14:55:15","2019-10-08 14:55:15"
